name,country_code,country,year,p1,p2,p3,p4,p5,p6,total,abs_rank,rel_rank(%),prize
Yuichiro Yoshizawa,JPN,Japan,1995,7,0,0,7,7,0,21,166,59.85,Bronze medal
Takashi Itou,JPN,Japan,1994,2,7,7,4,0,7,27,114,70.57,Bronze medal
Tetsuyuki Maruoka,JPN,Japan,1994,7,7,7,7,5,0,33,67,82.81,Silver medal
Naotosi Nakamura,JPN,Japan,1994,0,7,7,7,5,1,27,114,70.57,Bronze medal
Masashi Ohnawa,JPN,Japan,1994,5,7,7,7,6,0,32,74,80.99,Silver medal
Toshiyuki Shimono,JPN,Japan,1994,0,7,7,2,4,0,20,176,54.43,Bronze medal
Satoru Takahashi,JPN,Japan,1994,7,7,7,7,6,7,41,23,94.27,Gold medal
Kokoro Ikeda,JPN,Japan,1993,7,0,0,2,2,2,13,161,61.17,Bronze medal
Takashi Itou,JPN,Japan,1993,0,0,7,0,7,2,16,133,67.96,Bronze medal
Tsukasa Shibue,JPN,Japan,1993,0,4,0,7,4,5,20,91,78.16,Silver medal
Masahiko Shinozaki,JPN,Japan,1993,1,0,0,0,6,2,9,210,49.27,""
Satoru Takahashi,JPN,Japan,1993,7,0,7,3,4,5,26,49,88.35,Silver medal
Teruyoshi Yoshida,JPN,Japan,1993,0,0,0,6,4,4,14,151,63.59,Bronze medal
Tatsuyuki Iwata,JPN,Japan,1992,5,3,7,7,3,4,29,39,88.16,Silver medal
Hiroki Kodama,JPN,Japan,1992,7,7,7,7,0,7,35,11,96.88,Gold medal
Sanefumi Moriyama,JPN,Japan,1992,1,3,0,7,0,3,14,146,54.83,Bronze medal
Yasuyuki Shirano,JPN,Japan,1992,0,1,0,7,0,0,8,211,34.58,Honourable mention
Hiroki Tamura,JPN,Japan,1992,7,7,7,1,1,7,30,32,90.34,Silver medal
Atsuo Yamauchi,JPN,Japan,1992,7,7,3,4,0,5,26,57,82.55,Silver medal
Tatsuyuki Iwata,JPN,Japan,1991,7,7,7,7,0,1,29,82,74.45,Bronze medal
Taku Katagiri,JPN,Japan,1991,7,7,4,7,7,3,35,47,85.49,Silver medal
Hiroki Kodama,JPN,Japan,1991,6,3,3,6,6,7,31,67,79.18,Silver medal
Junichirou Nakashima,JPN,Japan,1991,7,4,4,0,6,0,21,133,58.36,Bronze medal
Hiroki Tamura,JPN,Japan,1991,6,7,3,1,7,2,26,96,70.03,Bronze medal
Atsuo Yamauchi,JPN,Japan,1991,7,7,7,3,7,7,38,21,93.69,Silver medal
Osamu Iyama,JPN,Japan,1990,0,7,0,7,7,1,22,80,74.27,Bronze medal
Tomoyuki Katsumata,JPN,Japan,1990,4,3,1,0,5,1,14,171,44.63,""
Atsushi Kitaueda,JPN,Japan,1990,1,0,2,1,5,0,9,239,22.48,""
Kenichi Kono,JPN,Japan,1990,4,1,1,2,1,1,10,225,27.04,""
Yosuke Suma,JPN,Japan,1990,4,7,2,0,7,7,27,46,85.34,Silver medal
Atsuo Yamauchi,JPN,Japan,1990,7,7,3,7,1,0,25,56,82.08,Silver medal
Hyunwoo Choi,KOR,Republic of Korea,2024,7,7,2,7,0,1,24,100,83.72,Silver medal
Hyeongjoe Chu,KOR,Republic of Korea,2024,7,2,7,7,7,5,35,5,99.34,Gold medal
Wooju Ham,KOR,Republic of Korea,2024,7,7,0,7,0,4,25,90,85.36,Silver medal
Youngbeom Jin,KOR,Republic of Korea,2024,7,7,6,7,0,0,27,76,87.66,Silver medal
Yuchan Jung,KOR,Republic of Korea,2024,7,7,1,7,0,5,27,76,87.66,Silver medal
Kyungjun Park,KOR,Republic of Korea,2024,7,7,2,7,0,7,30,29,95.39,Gold medal
Junhwi Bae,KOR,Republic of Korea,2023,7,7,7,7,7,7,42,1,100.0,Gold medal
Woojin Choi,KOR,Republic of Korea,2023,7,5,7,7,7,7,40,9,98.7,Gold medal
Youngbeom Jin,KOR,Republic of Korea,2023,7,7,7,7,7,0,35,28,95.62,Gold medal
Yuchan Jung,KOR,Republic of Korea,2023,7,7,7,7,2,0,30,71,88.65,Silver medal
Gyudong Lee,KOR,Republic of Korea,2023,7,7,7,7,7,2,37,12,98.22,Gold medal
Jihoo Lee,KOR,Republic of Korea,2023,7,7,7,7,3,0,31,55,91.25,Silver medal
Junhwi Bae,KOR,Republic of Korea,2022,7,7,7,7,7,1,36,23,96.26,Gold medal
Woojin Choi,KOR,Republic of Korea,2022,7,7,7,7,7,5,40,12,98.13,Gold medal
Youngbeom Jin,KOR,Republic of Korea,2022,7,7,3,7,7,0,31,68,88.61,Silver medal
Yuchan Jung,KOR,Republic of Korea,2022,7,7,0,7,7,4,32,61,89.8,Silver medal
Donghyun Kim,KOR,Republic of Korea,2022,7,7,2,7,7,1,31,68,88.61,Silver medal
Gyudong Lee,KOR,Republic of Korea,2022,7,7,7,7,6,4,38,18,97.11,Gold medal
Junhwi Bae,KOR,Republic of Korea,2021,7,0,0,7,7,7,28,32,94.98,Gold medal
Minkyu Choi,KOR,Republic of Korea,2021,7,1,1,7,7,1,24,48,92.39,Gold medal
Woojin Choi,KOR,Republic of Korea,2021,7,0,0,7,0,7,21,105,83.17,Silver medal
Eunsu Hur,KOR,Republic of Korea,2021,5,0,1,7,7,7,27,41,93.53,Gold medal
Jimin Kim,KOR,Republic of Korea,2021,7,1,7,7,7,7,36,3,99.68,Gold medal
Gyudong Lee,KOR,Republic of Korea,2021,7,7,1,7,7,7,36,3,99.68,Gold medal
Eunsu Hur,KOR,Republic of Korea,2020,7,7,7,7,7,1,36,4,99.51,Gold medal
Donghyun Kim,KOR,Republic of Korea,2020,7,7,4,3,1,0,22,181,70.73,Bronze medal
Jimin Kim,KOR,Republic of Korea,2020,7,7,0,7,7,1,29,59,90.57,Silver medal
Junsu Kim,KOR,Republic of Korea,2020,7,2,0,7,7,1,24,140,77.4,Silver medal
Sangyoun Ko,KOR,Republic of Korea,2020,7,7,7,7,7,1,36,4,99.51,Gold medal
Minjae Kwon,KOR,Republic of Korea,2020,7,2,4,7,7,1,28,86,86.18,Silver medal
Youngjun Cho,KOR,Republic of Korea,2019,7,7,7,7,7,7,42,1,100.0,Gold medal
Ji Won Kang,KOR,Republic of Korea,2019,7,6,1,7,7,7,35,18,97.26,Gold medal
Hongnyung Kim,KOR,Republic of Korea,2019,7,6,7,7,7,1,35,18,97.26,Gold medal
Jimin Kim,KOR,Republic of Korea,2019,7,7,7,7,7,1,36,15,97.74,Gold medal
Sangyoun Ko,KOR,Republic of Korea,2019,7,6,4,7,7,7,38,11,98.39,Gold medal
Seungho Song,KOR,Republic of Korea,2019,7,7,5,7,7,7,40,8,98.87,Gold medal
Youngjun Cho,KOR,Republic of Korea,2018,7,7,0,7,1,5,27,111,81.45,Silver medal
Ji Won Kang,KOR,Republic of Korea,2018,7,7,0,7,7,0,28,87,85.5,Silver medal
Dain Kim,KOR,Republic of Korea,2018,7,7,0,7,7,3,31,34,94.44,Gold medal
Hongnyung Kim,KOR,Republic of Korea,2018,7,7,0,7,7,4,32,27,95.62,Gold medal
Song Un Lee,KOR,Republic of Korea,2018,7,7,0,7,7,0,28,87,85.5,Silver medal
Seungho Song,KOR,Republic of Korea,2018,7,7,3,7,7,0,31,34,94.44,Gold medal
Jeonghyun Ahn,KOR,Republic of Korea,2017,7,7,1,7,0,7,29,7,99.02,Gold medal
Seungyoon Baek,KOR,Republic of Korea,2017,7,4,0,7,7,2,27,29,95.44,Gold medal
Kyu Hyeon Choi,KOR,Republic of Korea,2017,7,7,0,7,7,0,28,14,97.88,Gold medal
Dain Kim,KOR,Republic of Korea,2017,7,7,0,7,7,1,29,7,99.02,Gold medal
Sehun Kim,KOR,Republic of Korea,2017,7,7,0,7,1,7,29,7,99.02,Gold medal
Songun Lee,KOR,Republic of Korea,2017,7,7,0,7,0,7,28,14,97.88,Gold medal
Seungyoon Baek,KOR,Republic of Korea,2016,7,7,1,7,1,2,25,78,87.19,Silver medal
Jaewon Choi,KOR,Republic of Korea,2016,7,7,7,7,7,7,42,1,100.0,Gold medal
Eui Cheon Hong,KOR,Republic of Korea,2016,7,7,7,7,7,7,42,1,100.0,Gold medal
Junghun Ju,KOR,Republic of Korea,2016,7,7,7,7,7,7,42,1,100.0,Gold medal
Sehun Kim,KOR,Republic of Korea,2016,7,6,1,7,7,3,31,23,96.34,Gold medal
Youseong Lee,KOR,Republic of Korea,2016,7,7,0,7,4,0,25,78,87.19,Silver medal
Jaewon Choi,KOR,Republic of Korea,2015,7,0,7,7,3,3,27,32,94.62,Gold medal
Junghun Ju,KOR,Republic of Korea,2015,7,5,7,7,7,7,40,3,99.65,Gold medal
Chaewon Kim,KOR,Republic of Korea,2015,7,2,1,7,1,0,18,140,75.87,Bronze medal
Jaehyung Kim,KOR,Republic of Korea,2015,7,7,1,7,7,6,35,5,99.31,Gold medal
Sehun Kim,KOR,Republic of Korea,2015,7,1,1,7,6,1,23,58,90.1,Silver medal
Youseong Lee,KOR,Republic of Korea,2015,7,0,1,7,1,2,18,140,75.87,Bronze medal
Hong-Kwon Jo,KOR,Republic of Korea,2014,7,7,0,7,7,0,28,50,91.23,Silver medal
Dong Ryul Kim,KOR,Republic of Korea,2014,7,7,7,7,3,7,38,7,98.93,Gold medal
Jaehyung Kim,KOR,Republic of Korea,2014,7,1,0,7,7,2,24,102,81.93,Silver medal
Minhyuk Kim,KOR,Republic of Korea,2014,7,7,7,7,2,0,30,36,93.74,Gold medal
San Ha Lee,KOR,Republic of Korea,2014,7,0,7,7,7,0,28,50,91.23,Silver medal
Young Keun Song,KOR,Republic of Korea,2014,7,7,2,7,1,0,24,102,81.93,Silver medal
Eunsoo Jee,KOR,Republic of Korea,2013,7,6,7,7,7,7,41,1,100.0,Gold medal
Se Hyun Ji,KOR,Republic of Korea,2013,7,7,3,7,7,1,32,30,94.49,Gold medal
Seungyeon Kang,KOR,Republic of Korea,2013,7,4,7,7,1,0,26,110,79.28,Silver medal
Dong Ryul Kim,KOR,Republic of Korea,2013,7,7,3,7,7,7,38,5,99.24,Gold medal
Jongwon Lee,KOR,Republic of Korea,2013,7,7,0,7,7,4,32,30,94.49,Gold medal
Sung Jin Park,KOR,Republic of Korea,2013,7,7,6,7,7,1,35,10,98.29,Gold medal
Jaewon Chang,KOR,Republic of Korea,2012,7,7,4,6,7,7,38,4,99.45,Gold medal
Dong Hyo Kim,KOR,Republic of Korea,2012,7,7,3,7,7,0,31,24,95.79,Gold medal
Dong Ryul Kim,KOR,Republic of Korea,2012,7,7,7,5,7,7,40,2,99.82,Gold medal
Hanwool Moon,KOR,Republic of Korea,2012,7,7,4,7,7,4,36,9,98.53,Gold medal
Sung Jin Park,KOR,Republic of Korea,2012,7,7,3,7,7,3,34,15,97.44,Gold medal
Tae Hwan Park,KOR,Republic of Korea,2012,7,7,0,7,7,2,30,27,95.24,Gold medal
Young Jin Bae,KOR,Republic of Korea,2011,7,1,1,2,1,0,12,320,43.24,Honourable mention
Jaewon Chang,KOR,Republic of Korea,2011,7,2,7,7,7,2,32,13,97.86,Gold medal
Jun Oh Park,KOR,Republic of Korea,2011,7,1,0,7,7,1,23,83,85.41,Silver medal
Sung Gi Park,KOR,Republic of Korea,2011,7,1,7,7,7,1,30,14,97.69,Gold medal
Sungseob Whang,KOR,Republic of Korea,2011,7,1,2,7,7,0,24,74,87.01,Silver medal
Joon-Hyeok Yim,KOR,Republic of Korea,2011,7,1,7,0,7,1,23,83,85.41,Silver medal
Junhwa Jung,KOR,Republic of Korea,2010,7,7,7,7,0,0,28,27,95.01,Gold medal
Bumsoo Kim,KOR,Republic of Korea,2010,7,7,1,7,0,6,28,27,95.01,Gold medal
Sang Hoon Lee,KOR,Republic of Korea,2010,7,7,7,7,0,0,28,27,95.01,Gold medal
Sung Gi Park,KOR,Republic of Korea,2010,7,7,1,7,0,0,22,76,85.6,Silver medal
Sanghun Song,KOR,Republic of Korea,2010,7,7,7,7,0,0,28,27,95.01,Gold medal
Joon-Hyeok Yim,KOR,Republic of Korea,2010,7,7,1,7,0,0,22,76,85.6,Silver medal
Tae Joo Ahn,KOR,Republic of Korea,2009,7,7,1,7,7,0,29,62,89.18,Silver medal
Hyun Sub Hwang,KOR,Republic of Korea,2009,7,7,7,6,7,0,34,27,95.39,Gold medal
Tae Gu Kang,KOR,Republic of Korea,2009,7,7,5,7,7,0,33,37,93.62,Gold medal
Sang Hoon Lee,KOR,Republic of Korea,2009,7,7,7,7,7,0,35,14,97.7,Gold medal
Sunkyu Lim,KOR,Republic of Korea,2009,7,7,1,7,7,0,29,62,89.18,Silver medal
Young Wook Lyoo,KOR,Republic of Korea,2009,7,7,1,6,7,0,28,83,85.46,Silver medal
Man Wong Han,KOR,Republic of Korea,2008,7,7,0,7,7,2,30,48,91.2,Silver medal
Soo Hong Lee,KOR,Republic of Korea,2008,6,7,7,7,7,0,34,29,94.76,Gold medal
Dong Gyu Lim,KOR,Republic of Korea,2008,7,7,7,7,7,0,35,12,97.94,Gold medal
Sunkyu Lim,KOR,Republic of Korea,2008,7,7,2,7,0,0,23,116,78.46,Silver medal
Kyeong Sik Nam,KOR,Republic of Korea,2008,7,7,7,7,7,0,35,12,97.94,Gold medal
Gyu Jin Oh,KOR,Republic of Korea,2008,7,7,3,7,7,0,31,43,92.13,Gold medal
Whan Ghang,KOR,Republic of Korea,2007,7,7,4,7,7,0,32,7,98.84,Gold medal
Yoon Joo Kim,KOR,Republic of Korea,2007,3,7,0,7,7,0,24,68,87.09,Silver medal
Seok Hyeong Lee,KOR,Republic of Korea,2007,7,7,3,7,1,1,26,60,88.63,Silver medal
Soo Hong Lee,KOR,Republic of Korea,2007,7,7,0,7,7,0,28,40,92.49,Silver medal
Jeong Soo Sim,KOR,Republic of Korea,2007,7,6,0,7,7,0,27,55,89.6,Silver medal
Jeha Yang,KOR,Republic of Korea,2007,7,7,2,7,7,1,31,12,97.88,Gold medal
In Hwan Choi,KOR,Republic of Korea,2006,7,1,1,7,7,6,29,21,95.98,Gold medal
Whan Ghang,KOR,Republic of Korea,2006,7,1,7,7,6,0,28,27,94.77,Gold medal
Seok Hyeong Lee,KOR,Republic of Korea,2006,7,7,7,7,7,0,35,6,98.99,Gold medal
Ju Gang Nam,KOR,Republic of Korea,2006,7,7,7,7,1,0,29,21,95.98,Gold medal
Yulhee Nam,KOR,Republic of Korea,2006,7,4,7,7,1,0,26,45,91.15,Silver medal
Jeha Yang,KOR,Republic of Korea,2006,7,0,1,7,7,1,23,60,88.13,Silver medal
Whan Ghang,KOR,Republic of Korea,2005,2,7,0,7,7,7,30,57,89.06,Silver medal
Won Ho Jeong,KOR,Republic of Korea,2005,7,7,6,7,7,2,36,29,94.53,Gold medal
Young Hun Jung,KOR,Republic of Korea,2005,7,7,0,7,7,3,31,53,89.84,Silver medal
Hyungjune Kang,KOR,Republic of Korea,2005,0,7,7,7,7,2,30,57,89.06,Silver medal
Ju Gang Nam,KOR,Republic of Korea,2005,5,7,7,7,7,3,36,29,94.53,Gold medal
Doo Sung Park,KOR,Republic of Korea,2005,7,7,7,7,7,2,37,23,95.7,Gold medal
Se Ik Jo,KOR,Republic of Korea,2004,6,3,1,7,3,2,22,143,70.72,Bronze medal
Young Hun Jung,KOR,Republic of Korea,2004,7,7,4,2,3,0,23,124,74.64,Bronze medal
Sung-Yoon Kim,KOR,Republic of Korea,2004,6,7,4,7,7,1,32,38,92.37,Gold medal
Seung Myung Lee,KOR,Republic of Korea,2004,7,7,4,7,7,3,35,20,96.08,Gold medal
Yong Sue Song,KOR,Republic of Korea,2004,7,3,1,7,7,4,29,65,86.8,Silver medal
Doo Sung Park,KOR,Republic of Korea,2004,6,7,2,7,3,0,25,101,79.38,Silver medal
Kyeong Su Choi,KOR,Republic of Korea,2003,7,7,0,4,1,0,19,98,78.73,Silver medal
Jaehyeok Heo,KOR,Republic of Korea,2003,2,3,0,7,7,2,21,83,82.02,Silver medal
Serin Hong,KOR,Republic of Korea,2003,7,2,0,7,7,1,24,56,87.94,Silver medal
June Hyuk Jung,KOR,Republic of Korea,2003,7,7,0,7,7,7,35,16,96.71,Gold medal
Byoung Hyuck Kim,KOR,Republic of Korea,2003,5,7,0,7,2,7,28,38,91.89,Silver medal
Yeo-Il Yoon,KOR,Republic of Korea,2003,7,7,1,7,7,1,30,26,94.52,Gold medal
Kyeong Su Choi,KOR,Republic of Korea,2002,2,6,1,7,6,3,25,78,83.89,Silver medal
Yeong Dae Kwon,KOR,Republic of Korea,2002,6,6,5,7,5,2,31,19,96.23,Gold medal
Hae Kang Lee,KOR,Republic of Korea,2002,4,6,1,7,7,1,26,64,86.82,Silver medal
Ringi Kim,KOR,Republic of Korea,2002,6,6,1,7,6,0,26,64,86.82,Silver medal
Jooncheol Min,KOR,Republic of Korea,2002,7,6,0,7,7,0,27,58,88.08,Silver medal
In Suk Seo,KOR,Republic of Korea,2002,6,6,1,7,6,2,28,40,91.84,Silver medal
Joo Yong Ahn,KOR,Republic of Korea,2001,7,7,1,7,7,0,29,40,91.74,Silver medal
Yoon Suk Hyun,KOR,Republic of Korea,2001,7,7,1,7,7,2,31,33,93.22,Gold medal
Young Jun Jang,KOR,Republic of Korea,2001,7,7,1,7,7,0,29,40,91.74,Silver medal
Myoung Sup Kim,KOR,Republic of Korea,2001,7,7,1,7,7,7,36,10,98.09,Gold medal
Suk Won Kim,KOR,Republic of Korea,2001,7,7,3,7,4,0,28,46,90.47,Silver medal
Suehyun Kwon,KOR,Republic of Korea,2001,7,7,2,7,7,2,32,28,94.28,Gold medal
Suh Hyun Choi,KOR,Republic of Korea,2000,7,7,2,6,7,2,31,28,94.13,Gold medal
Hong Sik Kim,KOR,Republic of Korea,2000,7,7,2,5,1,5,27,52,88.91,Silver medal
Hyong-Jun Kim,KOR,Republic of Korea,2000,7,5,1,0,7,2,22,89,80.87,Silver medal
Seung Hyup Lee,KOR,Republic of Korea,2000,7,7,5,3,5,5,32,25,94.78,Gold medal
Young-Han Park,KOR,Republic of Korea,2000,7,7,5,4,3,7,33,20,95.87,Gold medal
Choongyup Sung,KOR,Republic of Korea,2000,7,7,0,6,7,0,27,52,88.91,Silver medal
Hyoung-Jun Ahn,KOR,Republic of Korea,1999,7,0,7,7,1,0,22,70,84.63,Silver medal
Suh Hyun Choi,KOR,Republic of Korea,1999,7,7,4,7,6,3,34,15,96.88,Gold medal
Jerin Gu,KOR,Republic of Korea,1999,7,7,1,7,1,0,23,62,86.41,Silver medal
Lin Han,KOR,Republic of Korea,1999,7,7,4,7,2,4,31,23,95.1,Gold medal
Young-Han Park,KOR,Republic of Korea,1999,6,7,4,7,6,1,31,23,95.1,Gold medal
Seung Hyup Yi,KOR,Republic of Korea,1999,7,2,0,7,6,1,23,62,86.41,Silver medal
Jerin Gu,KOR,Republic of Korea,1998,5,0,2,3,7,0,17,165,60.77,Bronze medal
Lin Han,KOR,Republic of Korea,1998,7,1,2,7,7,7,31,29,93.3,Gold medal
Young-il Koh,KOR,Republic of Korea,1998,4,7,3,5,3,0,22,112,73.44,Bronze medal
Joon-Sung Lee,KOR,Republic of Korea,1998,3,0,2,7,7,7,26,73,82.78,Silver medal
Hyunjung Park,KOR,Republic of Korea,1998,3,7,2,6,7,0,25,86,79.67,Silver medal
Se Yong Park,KOR,Republic of Korea,1998,7,7,7,7,3,2,33,21,95.22,Gold medal
Bumsik Kim,KOR,Republic of Korea,1997,4,7,1,6,7,0,25,100,78.43,Silver medal
Hyun Ki Kim,KOR,Republic of Korea,1997,4,7,0,4,0,0,15,221,52.07,Bronze medal
Young-il Koh,KOR,Republic of Korea,1997,7,7,1,4,5,5,29,70,84.97,Silver medal
Yu Seek Kong,KOR,Republic of Korea,1997,7,7,0,5,7,1,27,86,81.48,Silver medal
Ji Oon Lee,KOR,Republic of Korea,1997,4,7,7,7,5,0,30,60,87.15,Silver medal
Jee Chul Woo,KOR,Republic of Korea,1997,7,7,7,7,7,3,38,15,96.95,Gold medal
Sungjin Im,KOR,Republic of Korea,1996,2,1,3,7,0,7,20,94,78.01,Silver medal
Joung Keun Lim,KOR,Republic of Korea,1996,4,7,6,0,0,7,24,57,86.76,Silver medal
Yu Seek Kong,KOR,Republic of Korea,1996,4,7,7,7,7,7,39,2,99.76,Gold medal
Jae Moon Yun,KOR,Republic of Korea,1996,2,7,2,1,1,7,20,94,78.01,Silver medal
Jonghwa Shin,KOR,Republic of Korea,1996,5,1,1,0,1,2,10,216,49.17,""
Sug Woo Shin,KOR,Republic of Korea,1996,7,7,7,7,3,7,38,3,99.53,Gold medal
Joung Keun Lim,KOR,Republic of Korea,1995,7,7,7,7,0,2,30,82,80.29,Silver medal
Kyungyong Lee,KOR,Republic of Korea,1995,7,7,5,5,7,3,34,54,87.1,Silver medal
Kyo Min Jeong,KOR,Republic of Korea,1995,7,7,7,7,7,2,37,23,94.65,Gold medal
Sug Woo Shin,KOR,Republic of Korea,1995,7,7,7,7,7,7,42,1,100.0,Gold medal
Young Sin Kim,KOR,Republic of Korea,1995,7,7,7,7,0,0,28,102,75.43,Bronze medal
Jin Woo Shin,KOR,Republic of Korea,1995,7,7,4,6,7,1,32,66,84.18,Silver medal
Chung Kil Hur,KOR,Republic of Korea,1994,7,0,7,4,6,0,24,132,65.89,Bronze medal
Dano Kim,KOR,Republic of Korea,1994,2,7,7,7,7,0,30,88,77.34,Silver medal
Jin Tae Kim,KOR,Republic of Korea,1994,7,7,7,1,3,0,25,126,67.45,Bronze medal
Kyungyong Lee,KOR,Republic of Korea,1994,1,7,7,7,6,0,28,102,73.7,Bronze medal
Seung Chun Lee,KOR,Republic of Korea,1994,7,7,7,7,7,0,35,49,87.5,Silver medal
Sug Woo Shin,KOR,Republic of Korea,1994,0,7,7,7,7,0,28,102,73.7,Bronze medal
Dano Kim,KOR,Republic of Korea,1993,7,2,0,0,4,0,13,161,61.17,Bronze medal
Sang-Hyun Kim,KOR,Republic of Korea,1993,7,7,0,1,7,2,24,59,85.92,Silver medal
Eun Soo Lee,KOR,Republic of Korea,1993,1,4,0,4,3,7,19,102,75.49,Bronze medal
Joon Hong Park,KOR,Republic of Korea,1993,7,7,1,2,4,2,23,66,84.22,Silver medal
Han Saem Yoon,KOR,Republic of Korea,1993,1,7,5,0,7,2,22,73,82.52,Silver medal
Sung Teak Jung,KOR,Republic of Korea,1993,1,4,0,1,5,4,15,143,65.53,Bronze medal
Eun Soo Lee,KOR,Republic of Korea,1992,7,2,4,6,1,2,22,86,73.52,Bronze medal
Young Su Lee,KOR,Republic of Korea,1992,4,7,0,7,0,0,18,115,64.49,Bronze medal
Jiwoong Park,KOR,Republic of Korea,1992,7,4,0,6,1,2,20,100,69.16,Bronze medal
Jong Won Park,KOR,Republic of Korea,1992,7,4,7,7,6,2,33,17,95.02,Gold medal
Joon Hong Park,KOR,Republic of Korea,1992,6,2,0,5,0,0,13,156,51.71,""
Jung Keun Park,KOR,Republic of Korea,1992,7,3,0,6,0,0,16,125,61.37,Bronze medal
Byung Hee Choi,KOR,Republic of Korea,1991,7,7,3,7,7,7,38,21,93.69,Silver medal
Jae Kyun Kwon,KOR,Republic of Korea,1991,7,6,3,7,1,0,24,108,66.25,Bronze medal
Seung Kyun Lee,KOR,Republic of Korea,1991,7,7,3,2,7,0,26,96,70.03,Bronze medal
Jiwoong Park,KOR,Republic of Korea,1991,7,7,0,3,2,4,23,117,63.41,Bronze medal
Jong Won Park,KOR,Republic of Korea,1991,7,7,3,7,0,2,26,96,70.03,Bronze medal
Jong Hyun Shin,KOR,Republic of Korea,1991,4,0,0,2,7,1,14,186,41.64,Honourable mention
Tae-Jin Kim,KOR,Republic of Korea,1990,0,7,1,4,4,1,17,131,57.65,Bronze medal
Bong-Gyun Koh,KOR,Republic of Korea,1990,0,2,2,1,7,0,12,201,34.85,Honourable mention
Myung Kwang Byun,KOR,Republic of Korea,1990,7,4,0,7,4,2,24,63,79.8,Silver medal
Seung Kyun Lee,KOR,Republic of Korea,1990,3,3,2,3,4,0,15,156,49.51,""
Min-Sou Yi,KOR,Republic of Korea,1990,0,0,1,2,1,0,4,295,4.23,""
Aaram Yun,KOR,Republic of Korea,1990,0,0,2,3,2,0,7,266,13.68,""
Jin-Min Chung,KOR,Republic of Korea,1989,0,7,0,1,0,5,13,176,39.66,Honourable mention
Gyu-Wan Hwang,KOR,Republic of Korea,1989,6,7,0,7,6,7,33,48,83.79,Silver medal
Bok Gi Kim,KOR,Republic of Korea,1989,0,3,0,7,0,2,12,181,37.93,Honourable mention
Dong Hun Lee,KOR,Republic of Korea,1989,0,0,0,7,0,5,12,181,37.93,Honourable mention
Cho-Hong Min,KOR,Republic of Korea,1989,1,7,0,7,0,2,17,148,49.31,Honourable mention
Heejin Park,KOR,Republic of Korea,1989,4,4,0,1,0,1,10,196,32.76,""
Jo Han Chu,KOR,Republic of Korea,1988,2,4,0,1,4,0,11,150,44.19,""
Young-Hoon Kiem,KOR,Republic of Korea,1988,7,0,1,6,7,1,22,66,75.66,Bronze medal
Bok Gi Kim,KOR,Republic of Korea,1988,4,0,3,0,7,1,15,113,58.05,Bronze medal
Ki Hong Kim,KOR,Republic of Korea,1988,4,7,0,0,4,0,15,113,58.05,Bronze medal
Ho Jin Ryu,KOR,Republic of Korea,1988,3,0,0,0,2,0,5,214,20.22,""
Su Bin Song,KOR,Republic of Korea,1988,3,4,1,0,3,0,11,150,44.19,""
David-Andrei Anghel,ROU,Romania,2024,7,7,0,7,0,5,26,82,86.68,Silver medal
Andrei-Giovani Chiriță,ROU,Romania,2024,7,7,1,7,0,0,22,147,75.99,Silver medal
Pavel Ciurea,ROU,Romania,2024,7,7,1,4,7,3,29,47,92.43,Gold medal
Aida Mitroi,ROU,Romania,2024,4,7,0,7,0,0,18,238,61.02,Bronze medal
Vlad-Titus Spătaru,ROU,Romania,2024,7,7,0,7,0,1,22,147,75.99,Silver medal
Andrei Vila,ROU,Romania,2024,7,7,0,7,7,0,28,59,90.46,Silver medal
David-Andrei Anghel,ROU,Romania,2023,7,7,7,7,7,7,42,1,100.0,Gold medal
Andrei-Giovani Chiriță,ROU,Romania,2023,7,7,7,7,2,3,33,46,92.71,Gold medal
Pavel Ciurea,ROU,Romania,2023,7,7,7,7,6,0,34,45,92.87,Gold medal
Robert Dragomirescu,ROU,Romania,2023,7,7,7,7,5,0,33,46,92.71,Gold medal
Radu-Andrei Lecoiu,ROU,Romania,2023,7,7,7,7,2,0,30,71,88.65,Silver medal
Andrei Moldovan,ROU,Romania,2023,7,7,7,7,2,6,36,23,96.43,Gold medal
David-Andrei Anghel,ROU,Romania,2022,7,7,3,7,7,4,35,32,94.73,Gold medal
Andrei-Giovani Chiriţă,ROU,Romania,2022,7,6,2,7,7,2,31,68,88.61,Silver medal
Robert Dragomirescu,ROU,Romania,2022,7,7,6,7,7,2,36,23,96.26,Gold medal
Radu-Andrei Lecoiu,ROU,Romania,2022,7,7,2,7,7,0,30,84,85.88,Silver medal
Andrei Moldovan,ROU,Romania,2022,7,7,2,7,7,1,31,68,88.61,Silver medal
Vlad-Titus Spătaru,ROU,Romania,2022,7,7,2,7,7,1,31,68,88.61,Silver medal
David-Andrei  Anghel,ROU,Romania,2021,5,0,7,7,0,1,20,143,77.02,Silver medal
Andrei-Giovani Chiriță,ROU,Romania,2021,7,0,0,7,0,1,15,180,71.04,Bronze medal
Robert Dragomirescu,ROU,Romania,2021,7,1,0,2,0,0,10,319,48.54,Honourable mention
Radu-Andrei Lecoiu,ROU,Romania,2021,7,1,0,7,0,0,15,180,71.04,Bronze medal
Andrei Moldovan,ROU,Romania,2021,7,1,1,7,7,0,23,53,91.59,Silver medal
Diana  Țolu,ROU,Romania,2021,7,0,1,7,7,0,22,63,89.97,Silver medal
Tudor-Darius Cardaș,ROU,Romania,2020,7,1,0,7,7,0,22,181,70.73,Bronze medal
