name,country_code,country,year,p1,p2,p3,p4,p5,p6,total,abs_rank,rel_rank(%),prize
Anish Prasad Sevekari,IND,India,2013,7,2,1,7,1,0,18,196,62.93,Bronze medal
Shubham Sinha,IND,India,2013,7,7,0,7,7,0,28,61,88.59,Silver medal
Chaitanya Tappu,IND,India,2013,1,2,0,6,1,0,10,322,38.97,""
Debdyuti Banerjee,IND,India,2012,7,7,4,2,7,1,28,33,94.14,Gold medal
Subham Bhakta,IND,India,2012,1,7,0,1,0,0,9,373,31.87,Honourable mention
Akashdeep Dey,IND,India,2012,7,7,0,3,7,1,25,64,88.46,Silver medal
Prafulla Susil Dhariwal,IND,India,2012,7,7,0,7,7,0,28,33,94.14,Gold medal
Rijul Saini,IND,India,2012,7,7,0,3,7,0,24,72,87.0,Silver medal
Mrudul Madhav Thatte,IND,India,2012,7,1,0,7,7,0,22,96,82.6,Silver medal
Debdyuti Banerjee,IND,India,2011,7,0,0,7,7,0,21,145,74.38,Bronze medal
Akashdeep Dey,IND,India,2011,7,1,0,7,7,0,22,113,80.07,Silver medal
Prafulla Susil Dhariwal,IND,India,2011,7,1,0,4,3,0,15,282,50.0,Honourable mention
Akashnil Dutta,IND,India,2011,7,7,0,7,7,0,28,39,93.24,Gold medal
Indraneel Gireendra Kasmalkar,IND,India,2011,5,0,1,7,2,0,15,282,50.0,Honourable mention
Mrudul Madhav Thatte,IND,India,2011,3,0,1,7,7,0,18,202,64.23,Bronze medal
Ronno Das,IND,India,2010,7,0,0,6,0,0,13,313,40.12,Honourable mention
Akshay Degwekar,IND,India,2010,7,0,0,0,0,0,7,418,19.96,Honourable mention
Anand Degwekar,IND,India,2010,7,0,0,7,0,0,14,266,49.14,Honourable mention
Akashnil Dutta,IND,India,2010,7,7,0,7,0,1,22,76,85.6,Silver medal
Satyaki Mukherjee,IND,India,2010,3,7,0,7,0,0,17,187,64.3,Bronze medal
Gaurav D Patil,IND,India,2010,7,7,3,7,0,1,25,53,90.02,Silver medal
Subhadip Chowdhury,IND,India,2009,7,6,1,6,3,0,23,148,73.94,Bronze medal
Akashnil Dutta,IND,India,2009,7,0,1,5,7,4,24,130,77.13,Silver medal
Akshay Mittal,IND,India,2009,7,1,1,2,0,0,11,314,44.5,Honourable mention
Gaurav Digambar Patil,IND,India,2009,7,7,3,0,6,0,23,148,73.94,Bronze medal
Ananth Shankar,IND,India,2009,7,5,0,5,7,0,24,130,77.13,Silver medal
Sameer Wagh,IND,India,2009,7,7,1,3,7,0,25,117,79.43,Silver medal
Ankit Ashok Baraskar,IND,India,2008,7,1,0,7,1,0,16,212,60.49,Bronze medal
Rudradev Basak,IND,India,2008,7,4,1,3,2,0,17,199,62.92,Bronze medal
Abhinav Garg,IND,India,2008,7,1,0,4,2,0,14,268,50.0,Honourable mention
Anirudh Gurjale,IND,India,2008,5,7,1,6,0,0,19,170,68.35,Bronze medal
Prashant Sohani,IND,India,2008,7,7,0,0,3,1,18,186,65.36,Bronze medal
Utkarsh Tripathi,IND,India,2008,7,7,0,4,1,0,19,170,68.35,Bronze medal
Abhishek Hemantkumar Dang,IND,India,2007,3,7,0,7,7,0,24,68,87.09,Silver medal
Bhargav Peruvemba Narayanan,IND,India,2007,5,0,0,7,0,0,12,266,48.94,Honourable mention
Manas Rajendra Joglekar,IND,India,2007,3,7,3,7,1,0,21,110,79.0,Silver medal
Atul Shekhar Shekhar,IND,India,2007,0,7,0,7,7,0,21,110,79.0,Silver medal
Prashant Sohani,IND,India,2007,5,1,0,7,0,0,13,254,51.25,Honourable mention
Utkarsh Tripathi,IND,India,2007,3,1,0,7,1,0,12,266,48.94,Honourable mention
Riddhipratim Basu,IND,India,2006,7,1,1,7,0,0,16,161,67.81,Bronze medal
Ashay Arvind Burungale,IND,India,2006,7,0,1,7,0,0,15,189,62.17,Bronze medal
Abhishek Hemantkumar Dang,IND,India,2006,7,1,0,2,0,3,13,291,41.65,Honourable mention
Varun Suhas Jog,IND,India,2006,7,0,1,6,1,0,15,189,62.17,Bronze medal
Apurv Nakade,IND,India,2006,7,1,0,7,3,0,18,132,73.64,Bronze medal
Manas Rajendra Joglekar,IND,India,2006,7,0,1,7,0,0,15,189,62.17,Bronze medal
Riddhipratim Basu,IND,India,2005,0,4,0,1,0,1,6,328,36.13,""
Abhishek Hemantkumar Dang,IND,India,2005,7,7,0,1,7,7,29,65,87.5,Silver medal
Movin Jain,IND,India,2005,2,1,0,1,0,7,11,249,51.56,Honourable mention
Varun Suhas Jog,IND,India,2005,2,1,0,7,2,1,13,238,53.71,Bronze medal
Vaidehee Madhav Thatte,IND,India,2005,0,1,7,1,0,2,11,249,51.56,Honourable mention
Sahil Shrikant Mhaskar,IND,India,2005,2,1,0,7,1,0,11,249,51.56,Honourable mention
Kshipra Bhavalkar,IND,India,2004,7,3,0,7,7,1,25,101,79.38,Silver medal
Anand Deopurkar,IND,India,2004,7,7,2,7,3,4,30,58,88.25,Silver medal
Abhishek Hemantkumar Dang,IND,India,2004,7,2,2,3,3,2,19,187,61.65,Bronze medal
Rohit Joshi,IND,India,2004,6,7,1,7,3,0,24,113,76.91,Silver medal
Vipul Naik,IND,India,2004,6,7,0,7,7,3,30,58,88.25,Silver medal
Anupam Prakash,IND,India,2004,6,3,1,7,3,3,23,124,74.64,Bronze medal
Aditya Bhaskara,IND,India,2003,2,2,0,7,1,0,12,211,53.95,Honourable mention
Swarnendu Datta,IND,India,2003,7,5,0,7,1,1,21,83,82.02,Silver medal
Anand Deopurkar,IND,India,2003,7,1,0,7,1,1,17,124,73.03,Bronze medal
Vipul Naik,IND,India,2003,7,0,7,7,1,1,23,59,87.28,Silver medal
Shubhangi Saraf,IND,India,2003,7,7,0,7,1,0,22,69,85.09,Silver medal
Nikhil Ashok Savale,IND,India,2003,7,5,0,6,1,1,20,93,79.82,Silver medal
Aditya Bhaskara,IND,India,2002,7,7,1,6,3,0,24,86,82.22,Silver medal
Swarnendu Datta,IND,India,2002,7,7,1,7,6,0,28,40,91.84,Silver medal
Tanmay N Deshpande,IND,India,2002,7,7,1,3,2,0,20,145,69.87,Bronze medal
Shubhangi Saraf,IND,India,2002,6,7,0,7,2,0,22,113,76.57,Bronze medal
Sucharit Sarkar,IND,India,2002,6,6,1,7,7,1,28,40,91.84,Silver medal
Nikhil Ashok Savale,IND,India,2002,7,6,7,7,7,0,34,12,97.7,Gold medal
Samik Basu,IND,India,2001,7,7,1,1,3,1,20,108,77.33,Silver medal
Swarnendu Datta,IND,India,2001,7,0,2,7,3,0,19,121,74.58,Bronze medal
Abhay Kumar Jha,IND,India,2001,7,7,0,7,7,7,35,17,96.61,Gold medal
Abhishek Saha,IND,India,2001,7,7,2,7,2,0,25,61,87.29,Silver medal
Sucharit Sarkar,IND,India,2001,7,5,1,7,6,7,33,21,95.76,Gold medal
Nikhil Ashok Savale,IND,India,2001,7,0,0,7,2,0,16,148,68.86,Bronze medal
Samik Basu,IND,India,2000,7,1,1,6,6,0,21,100,78.48,Silver medal
Swarnendu Datta,IND,India,2000,7,7,1,4,1,4,24,68,85.43,Silver medal
Swastik Kopparty,IND,India,2000,7,7,1,6,3,0,24,68,85.43,Silver medal
Prasad Nagaraj Raghavendra,IND,India,2000,6,3,0,0,0,7,16,149,67.83,Bronze medal
Abhishek Saha,IND,India,2000,7,7,0,0,7,2,23,79,83.04,Silver medal
Vaibhav Vaish,IND,India,2000,7,7,1,0,6,3,24,68,85.43,Silver medal
Mandar Joshi,IND,India,1999,7,1,2,7,1,0,18,109,75.95,Bronze medal
Arvind Narayanan,IND,India,1999,6,6,3,2,0,2,19,95,79.06,Silver medal
Rishi Raj,IND,India,1999,7,2,0,2,7,1,19,95,79.06,Silver medal
Abhishek Saha,IND,India,1999,1,1,0,7,7,0,16,129,71.49,Bronze medal
Mohit Singh,IND,India,1999,1,1,1,4,6,1,14,159,64.81,Bronze medal
Vaibhav Vaish,IND,India,1999,6,0,2,7,5,1,21,78,82.85,Silver medal
Chetan Balwe,IND,India,1998,7,7,2,5,7,3,31,29,93.3,Gold medal
Abhinav Kumar,IND,India,1998,7,7,3,7,7,1,32,26,94.02,Gold medal
Soham Mazumdar,IND,India,1998,7,7,1,4,7,0,26,73,82.78,Silver medal
Hariharan Narayanan,IND,India,1998,7,7,2,1,7,0,24,95,77.51,Silver medal
Rishi Raj,IND,India,1998,7,7,2,7,7,0,30,38,91.15,Silver medal
N.Venkataramana Tejaswi,IND,India,1998,7,7,2,7,7,1,31,29,93.3,Gold medal
Chetan Balwe,IND,India,1997,1,7,1,7,7,2,25,100,78.43,Silver medal
Nilesh Dalvi,IND,India,1997,3,7,0,6,7,0,23,120,74.07,Bronze medal
Satyen Kale,IND,India,1997,4,7,0,1,7,0,19,167,63.83,Bronze medal
Abhinav Kumar,IND,India,1997,4,7,2,3,5,5,26,97,79.08,Silver medal
Rishi Raj,IND,India,1997,4,7,7,3,5,4,30,60,87.15,Silver medal
Sumit Sanghai,IND,India,1997,0,7,7,3,6,0,23,120,74.07,Bronze medal
Ajay C. Ramdoss,IND,India,1996,6,1,5,7,5,6,30,25,94.33,Gold medal
K. Gopalakrishnan,IND,India,1996,6,1,6,0,0,1,14,150,64.78,Bronze medal
Ashish Kumar Singh,IND,India,1996,2,1,1,0,1,0,5,290,31.68,""
Ashish Mishra,IND,India,1996,7,0,2,7,0,7,23,62,85.58,Silver medal
Kaustubh P. Deshmukh,IND,India,1996,7,7,1,7,0,1,23,62,85.58,Silver medal
Rishi Raj,IND,India,1996,0,7,4,0,5,7,23,62,85.58,Silver medal
Ravi Kant,IND,India,1995,6,0,4,6,7,0,23,153,63.02,Bronze medal
Rohit Khandekar,IND,India,1995,3,0,5,5,7,2,22,162,60.83,Bronze medal
Subhash Ajit Khot,IND,India,1995,7,7,4,7,7,0,32,66,84.18,Silver medal
Subramanian Lakshminarayanan,IND,India,1995,6,7,4,7,7,0,31,73,82.48,Silver medal
Abhijit Mahabal,IND,India,1995,6,0,6,6,7,2,27,114,72.51,Bronze medal
Sumankar Shankar,IND,India,1995,6,7,3,7,7,0,30,82,80.29,Silver medal
Amodh Khandekar,IND,India,1994,0,7,4,7,1,1,20,176,54.43,Bronze medal
Subhash Ajit Khot,IND,India,1994,7,7,7,7,2,1,31,78,79.95,Silver medal
Mahesh Kumar,IND,India,1994,1,7,6,7,1,0,22,154,60.16,Bronze medal
Abhijit Mahabal,IND,India,1994,0,7,6,3,2,7,25,126,67.45,Bronze medal
Sambuddha Roy,IND,India,1994,2,7,7,7,7,1,31,78,79.95,Silver medal
Arvind Sankar,IND,India,1994,5,7,6,7,7,7,39,31,92.19,Silver medal
Amit Chakrabarti,IND,India,1993,7,2,0,4,7,2,22,73,82.52,Silver medal
Kaustubh Namjoshi,IND,India,1993,7,2,0,7,7,2,25,52,87.62,Silver medal
Kartik A. Prasanna,IND,India,1993,1,2,0,0,7,5,15,143,65.53,Bronze medal
Sambuddha Roy,IND,India,1993,0,7,0,5,6,6,24,59,85.92,Silver medal
Arvind Sankar,IND,India,1993,7,7,0,2,2,5,23,66,84.22,Silver medal
Shobit Sonakiya,IND,India,1993,0,2,0,4,1,0,7,241,41.75,""
Sachin Premsukh Lodha,IND,India,1992,7,4,0,3,0,3,17,120,62.93,Bronze medal
Swaphil Arvind Mahajan,IND,India,1992,3,1,1,6,0,3,14,146,54.83,Bronze medal
Kaustubh Namjoshi,IND,India,1992,0,7,5,7,0,5,24,73,77.57,Silver medal
Nilakantan Niranjan,IND,India,1992,7,4,0,7,0,5,23,82,74.77,Bronze medal
Kartik A. Prasanna,IND,India,1992,7,1,0,3,0,2,13,156,51.71,Honourable mention
Shobit Sonakiya,IND,India,1992,2,5,0,5,0,4,16,125,61.37,Bronze medal
Moses Samson Charikar,IND,India,1991,7,7,5,4,7,7,37,34,89.59,Silver medal
Himanshu Nautiyal,IND,India,1991,7,3,3,3,7,1,24,108,66.25,Bronze medal
Nilakantan Niranjan,IND,India,1991,7,6,3,7,7,0,30,72,77.6,Bronze medal
Rina Panigrahy,IND,India,1991,7,7,3,7,7,0,31,67,79.18,Silver medal
K Soundararajan,IND,India,1991,6,7,5,3,7,7,35,47,85.49,Silver medal
Thiagarajan Sriram,IND,India,1991,7,6,3,7,7,0,30,72,77.6,Bronze medal
Moses Samson Charikar,IND,India,1990,2,7,1,7,2,1,20,96,69.06,Bronze medal
Himanshu Nautiyal,IND,India,1990,0,0,0,2,1,1,4,295,4.23,""
Rina Panigrahy,IND,India,1990,7,7,4,7,6,7,38,11,96.74,Gold medal
Desikan Pavankumar,IND,India,1990,5,2,3,2,5,0,17,131,57.65,Bronze medal
B. Prakash,IND,India,1990,6,3,3,7,4,2,25,56,82.08,Silver medal
Arvind Rajaraman,IND,India,1990,0,2,1,2,6,1,12,201,34.85,""
Amol S. Dighe,IND,India,1989,2,3,2,3,7,5,22,114,61.03,Bronze medal
Upendra B. Kulkarni,IND,India,1989,7,7,0,1,7,0,22,114,61.03,Bronze medal
? Murali Dhar,IND,India,1989,0,3,0,0,0,0,3,258,11.38,""
Arvind Rajaraman,IND,India,1989,7,3,0,7,7,0,24,104,64.48,Bronze medal
Manoj P. Samanta,IND,India,1989,0,7,0,0,0,0,7,222,23.79,Honourable mention
Ajay Subramanian,IND,India,1989,2,7,5,7,7,1,29,76,74.14,Bronze medal
Siravit Hengsuvanich,THA,Thailand,2024,7,7,0,0,0,0,14,366,39.97,Honourable mention
Siraphop Khawplad,THA,Thailand,2024,3,7,0,7,7,0,24,100,83.72,Silver medal
Krittitee Naulkhao,THA,Thailand,2024,7,7,1,7,1,0,23,125,79.61,Silver medal
Patanasang Pinijpichitkul,THA,Thailand,2024,7,7,0,7,0,2,23,125,79.61,Silver medal
Kiattipoom Sicharoen,THA,Thailand,2024,7,1,0,7,0,0,15,327,46.38,Honourable mention
Aekkawin Wisitkiatchai,THA,Thailand,2024,7,3,0,7,0,0,17,252,58.72,Bronze medal
Thammarak Korsakulthum,THA,Thailand,2023,7,3,0,7,3,0,20,259,58.18,Bronze medal
Patanasang Pinijpichitkul,THA,Thailand,2023,7,7,1,7,7,0,29,82,86.87,Silver medal
Sirawit Pipittanaban,THA,Thailand,2023,7,0,5,2,2,0,16,349,43.6,Honourable mention
Worrawat Rungaramsin,THA,Thailand,2023,7,7,7,7,3,0,31,55,91.25,Silver medal
Nitiwit Sirimalaisuwan,THA,Thailand,2023,7,7,4,7,2,0,27,119,80.88,Silver medal
Tayakorn Suwanich,THA,Thailand,2023,7,7,7,7,7,0,35,28,95.62,Gold medal
Sirawit Pipittanaban,THA,Thailand,2022,7,7,1,7,7,0,29,112,81.12,Silver medal
Gongphop Piyakamalanon,THA,Thailand,2022,7,7,7,7,7,0,35,32,94.73,Gold medal
Vasawat Rawangwong,THA,Thailand,2022,7,7,7,7,7,2,37,19,96.94,Gold medal
Worrawat Rungaramsin,THA,Thailand,2022,7,7,2,7,7,0,30,84,85.88,Silver medal
Tayakorn Suwanich,THA,Thailand,2022,7,7,1,7,4,1,27,187,68.37,Bronze medal
Sarunyu Thongjarast,THA,Thailand,2022,7,7,1,7,7,6,35,32,94.73,Gold medal
Nithid Anchaleenukoon,THA,Thailand,2021,7,0,2,7,7,0,23,53,91.59,Silver medal
Prompt Kerdphoksup,THA,Thailand,2021,7,0,0,7,7,1,22,63,89.97,Silver medal
Vorapas Meejitpaisarn,THA,Thailand,2021,7,1,0,7,0,0,15,180,71.04,Bronze medal
Vasawat Rawangwong,THA,Thailand,2021,7,0,1,7,7,0,22,63,89.97,Silver medal
Pipitchaya Sridam,THA,Thailand,2021,7,0,1,7,7,2,24,48,92.39,Gold medal
Sarunyu Thongjarast,THA,Thailand,2021,7,0,1,7,0,0,15,180,71.04,Bronze medal
Nithid Anchaleenukoon,THA,Thailand,2020,7,7,0,7,1,0,22,181,70.73,Bronze medal
Prompt Kerdphoksup,THA,Thailand,2020,7,7,1,7,7,1,30,50,92.03,Silver medal
Gongphop Piyakamalanon,THA,Thailand,2020,7,7,0,7,7,0,28,86,86.18,Silver medal
Pitchayut Saengrungkongka,THA,Thailand,2020,7,2,7,7,7,1,31,43,93.17,Gold medal
Paramuth Samuthrsindh,THA,Thailand,2020,7,7,7,7,7,0,35,19,97.07,Gold medal
Natanon Therdpraisan,THA,Thailand,2020,7,7,0,7,7,0,28,86,86.18,Silver medal
Jirayus Jinapong,THA,Thailand,2019,7,7,0,7,7,7,35,18,97.26,Gold medal
Papon Lapate,THA,Thailand,2019,7,7,5,7,5,0,31,48,92.42,Gold medal
Pitchayut Saengrungkongka,THA,Thailand,2019,7,6,0,7,7,7,34,28,95.65,Gold medal
Paramuth Samuthrsindh,THA,Thailand,2019,7,1,0,7,7,7,29,55,91.29,Silver medal
Thana Somsirivattana,THA,Thailand,2019,7,7,0,7,7,0,28,65,89.68,Silver medal
Natanon Therdpraisan,THA,Thailand,2019,7,7,0,7,7,0,28,65,89.68,Silver medal
Siwakorn Fuangkawinsombut,THA,Thailand,2018,7,7,0,7,7,3,31,34,94.44,Gold medal
Jirayus Jinapong,THA,Thailand,2018,7,7,0,7,7,2,30,49,91.91,Silver medal
Papon Lapate,THA,Thailand,2018,7,7,0,7,7,7,35,12,98.15,Gold medal
Thana Somsirivattana,THA,Thailand,2018,7,3,0,7,7,1,25,131,78.08,Silver medal
Chatchanun Suriyaammaranon,THA,Thailand,2018,7,7,0,7,7,0,28,87,85.5,Silver medal
Yolrada Yongpisanpob,THA,Thailand,2018,7,7,3,7,7,3,34,19,96.96,Gold medal
Nathanon Akkaraphab,THA,Thailand,2017,7,4,0,7,0,0,18,139,77.52,Bronze medal
Krit Boonsiriseth,THA,Thailand,2017,7,7,0,7,7,0,28,14,97.88,Gold medal
Siwakorn Fuangkawinsombut,THA,Thailand,2017,7,4,0,7,0,0,18,139,77.52,Bronze medal
Pasit Jindanuwat,THA,Thailand,2017,7,7,0,7,7,0,28,14,97.88,Gold medal
Nattakorn Kittisut,THA,Thailand,2017,7,7,0,7,3,1,25,36,94.3,Gold medal
Treetased Vividhwara,THA,Thailand,2017,6,1,0,7,0,0,14,342,44.46,Honourable mention
Krit Boonsiriseth,THA,Thailand,2016,7,7,0,7,7,7,35,12,98.17,Gold medal
Chesphongphach Buranasilp,THA,Thailand,2016,7,0,0,7,3,6,23,114,81.2,Silver medal
Suchakree Chueluecha,THA,Thailand,2016,7,1,0,7,2,0,17,224,62.9,Bronze medal
Sivakorn Sanguanmoo,THA,Thailand,2016,7,7,0,7,7,0,28,45,92.68,Silver medal
Pachara Sawettamalya,THA,Thailand,2016,7,2,0,7,7,7,30,35,94.34,Gold medal
Treetased Vividhwara,THA,Thailand,2016,7,1,0,7,0,0,15,281,53.41,Honourable mention
Wichaphon Akarasereenont,THA,Thailand,2015,7,7,0,7,7,0,28,26,95.66,Gold medal
Thatchanok Khampitak,THA,Thailand,2015,7,2,0,7,1,0,17,160,72.4,Bronze medal
Thee Ngamsangrat,THA,Thailand,2015,7,1,0,7,7,0,22,76,86.98,Silver medal
Sivakorn Sanguanmoo,THA,Thailand,2015,7,2,0,7,3,0,19,118,79.69,Silver medal
Pachara Sawettamalya,THA,Thailand,2015,7,2,0,7,3,0,19,118,79.69,Silver medal
Suchan Vivatsethachai,THA,Thailand,2015,7,7,1,7,7,0,29,19,96.88,Gold medal
Kritkorn Karntikoon,THA,Thailand,2014,7,7,4,7,2,0,27,69,87.84,Silver medal
Tanat Komolsiripakdi,THA,Thailand,2014,7,0,0,7,2,0,16,267,52.42,Bronze medal
Thee Ngamsangrat,THA,Thailand,2014,7,5,1,7,1,0,21,163,71.02,Bronze medal
Sivakorn Sanguanmoo,THA,Thailand,2014,7,5,0,7,1,2,22,124,78.0,Silver medal
Suchan Vivatsethachai,THA,Thailand,2014,7,7,0,7,1,0,22,124,78.0,Silver medal
Phusit Wattanawongwibul,THA,Thailand,2014,7,7,0,7,2,0,23,109,80.68,Silver medal
Kritkorn Karntikoon,THA,Thailand,2013,7,5,0,7,7,2,28,61,88.59,Silver medal
Tanat Komolsiripakdi,THA,Thailand,2013,6,0,0,7,7,0,20,180,65.97,Bronze medal
Weerachai Neeranartvong,THA,Thailand,2013,7,4,1,7,7,0,26,110,79.28,Silver medal
Nipun Pitimanaaree,THA,Thailand,2013,7,7,3,7,7,0,31,34,93.73,Gold medal
Suchan Vivatsethachai,THA,Thailand,2013,7,7,0,7,7,0,28,61,88.59,Silver medal
Phusit Wattanawongwibul,THA,Thailand,2013,7,7,0,7,7,0,28,61,88.59,Silver medal
Jirawat Anunrojwong,THA,Thailand,2012,7,7,0,7,7,0,28,33,94.14,Gold medal
Nipith Charoenngam,THA,Thailand,2012,7,7,1,4,6,0,25,64,88.46,Silver medal
Pakawut Jiradilok,THA,Thailand,2012,7,7,0,7,7,0,28,33,94.14,Gold medal
Weerachai Neeranartvong,THA,Thailand,2012,7,7,0,7,0,0,21,112,79.67,Silver medal
Nipun Pitimanaaree,THA,Thailand,2012,7,7,3,7,7,2,33,17,97.07,Gold medal
Nat Sothanaphan,THA,Thailand,2012,7,7,0,7,3,0,24,72,87.0,Silver medal
Theerawat Bhudisaksang,THA,Thailand,2011,4,0,0,7,7,1,19,186,67.08,Bronze medal
Nipith Charoenngam,THA,Thailand,2011,7,1,2,7,7,1,25,66,88.43,Silver medal
Pakawut Jiradilok,THA,Thailand,2011,7,1,1,7,7,0,23,83,85.41,Silver medal
Thanard Kurutach,THA,Thailand,2011,7,1,7,7,7,0,29,25,95.73,Gold medal
Nipun Pitimanaaree,THA,Thailand,2011,7,7,7,7,7,0,35,6,99.11,Gold medal
Wijit Yangjit,THA,Thailand,2011,7,1,6,7,7,1,29,25,95.73,Gold medal
Pongpak Bhumiwat,THA,Thailand,2010,7,7,2,7,2,0,25,53,90.02,Silver medal
Pakawut Jiradilok,THA,Thailand,2010,7,7,1,7,0,0,22,76,85.6,Silver medal
Supanat Kamtue,THA,Thailand,2010,7,7,4,7,0,1,26,48,90.98,Silver medal
Thanard Kurutach,THA,Thailand,2010,7,7,1,7,1,0,23,64,87.91,Silver medal
Nipun Pitimanaaree,THA,Thailand,2010,7,7,7,7,1,0,29,18,96.74,Gold medal
Wijit Yangjit,THA,Thailand,2010,7,7,1,7,1,0,23,64,87.91,Silver medal
Pongpak Bhumiwat,THA,Thailand,2009,7,7,5,5,7,0,31,50,91.31,Silver medal
Pakawut Jiradilok,THA,Thailand,2009,7,7,1,7,5,0,27,101,82.27,Silver medal
Supanat Kamtue,THA,Thailand,2009,7,7,1,7,7,0,29,62,89.18,Silver medal
Thanard Kurutach,THA,Thailand,2009,7,7,1,7,7,0,29,62,89.18,Silver medal
Nipun Pitimanaaree,THA,Thailand,2009,7,7,2,7,7,0,30,54,90.6,Silver medal
Suthee Ruangwises,THA,Thailand,2009,7,7,7,7,7,0,35,14,97.7,Gold medal
Supanat Kamtue,THA,Thailand,2008,7,7,1,7,7,0,29,57,89.51,Silver medal
Pasin Manurangsi,THA,Thailand,2008,7,7,7,7,7,1,36,8,98.69,Gold medal
Payut Pantawongdecha,THA,Thailand,2008,7,7,0,7,7,0,28,64,88.2,Silver medal
Suthee Ruangwises,THA,Thailand,2008,7,7,2,7,7,0,30,48,91.2,Silver medal
Warut Suksompong,THA,Thailand,2008,7,7,3,7,7,0,31,43,92.13,Gold medal
Potcharapol Suteparuk,THA,Thailand,2008,7,5,0,7,2,0,21,148,72.47,Bronze medal
Wich Huengwattanakul,THA,Thailand,2007,7,7,0,7,2,0,23,83,84.2,Silver medal
Pasin Manurangsi,THA,Thailand,2007,7,7,0,7,2,0,23,83,84.2,Silver medal
Panupong Pasupat,THA,Thailand,2007,7,7,3,7,7,0,31,12,97.88,Gold medal
Suthee Ruangwises,THA,Thailand,2007,7,7,0,7,1,1,23,83,84.2,Silver medal
Warut Suksompong,THA,Thailand,2007,7,1,0,7,1,0,16,171,67.24,Bronze medal
Potcharapol Suteparuk,THA,Thailand,2007,7,2,0,7,1,0,17,161,69.17,Bronze medal
Sarita Bunsupha,THA,Thailand,2006,7,1,0,7,0,0,15,189,62.17,Bronze medal
Teeradej Kittipassorn,THA,Thailand,2006,7,7,1,7,1,0,23,60,88.13,Silver medal
Panupong Pasupat,THA,Thailand,2006,7,1,7,7,1,0,23,60,88.13,Silver medal
Tanawit Sae Sue,THA,Thailand,2006,7,1,0,7,0,0,15,189,62.17,Bronze medal
Teerawut Wannaphahoon,THA,Thailand,2006,7,1,1,7,3,0,19,117,76.66,Silver medal
Phumpong Watanaprakornkul,THA,Thailand,2006,7,7,0,7,7,0,28,27,94.77,Gold medal
Saran Ahuja,THA,Thailand,2005,7,7,0,1,1,0,16,191,62.89,Bronze medal
Panupong Pasupat,THA,Thailand,2005,7,1,1,7,7,2,25,100,80.66,Silver medal
Napat Rujeerapaiboon,THA,Thailand,2005,7,1,0,2,2,0,12,243,52.73,Bronze medal
Nithi Rungthanapirom,THA,Thailand,2005,3,7,0,7,0,7,24,108,79.1,Silver medal
Wuttisak Trongsiriwat,THA,Thailand,2005,0,1,7,7,6,2,23,114,77.93,Silver medal
Phumpong Watanaprakornkul,THA,Thailand,2005,7,7,0,7,7,0,28,72,86.13,Silver medal
Saran Ahuja,THA,Thailand,2004,7,1,0,7,3,0,18,200,58.97,Bronze medal
Natth Bejraburnin,THA,Thailand,2004,6,1,0,7,0,2,16,229,52.99,Bronze medal
Napat Rujeerapaiboon,THA,Thailand,2004,7,2,0,2,0,0,11,295,39.38,Honourable mention
Nithi Rungthanapirom,THA,Thailand,2004,7,7,2,0,1,0,17,212,56.49,Bronze medal
Pawat Techapongtada,THA,Thailand,2004,4,1,0,7,3,0,15,244,49.9,Honourable mention
Wuttisak Trongsiriwat,THA,Thailand,2004,7,2,2,7,3,1,22,143,70.72,Bronze medal
Saran Ahuja,THA,Thailand,2003,2,1,0,7,1,0,11,231,49.56,Honourable mention
Tirasan Khandhawit,THA,Thailand,2003,2,3,0,7,6,0,18,107,76.75,Bronze medal
Thanasin Nampaisarn,THA,Thailand,2003,7,3,0,7,7,7,31,23,95.18,Gold medal
Natee Pitiwan,THA,Thailand,2003,7,1,0,7,1,0,16,138,69.96,Bronze medal
Nithi Rungthanapirom,THA,Thailand,2003,2,3,0,7,1,0,13,197,57.02,Bronze medal
Sira Sriswasdi,THA,Thailand,2003,7,1,0,7,7,0,22,69,85.09,Silver medal
Tirasan Khandhawit,THA,Thailand,2002,7,6,1,7,7,0,28,40,91.84,Silver medal
Thanasin Nampaisarn,THA,Thailand,2002,7,6,1,6,6,0,26,64,86.82,Silver medal
Natee Pitiwan,THA,Thailand,2002,6,6,1,7,2,0,22,113,76.57,Bronze medal
Pongpol Ruankong,THA,Thailand,2002,7,0,1,0,5,0,13,233,51.46,Honourable mention
Sira Sriswasdi,THA,Thailand,2002,7,6,0,7,2,0,22,113,76.57,Bronze medal
Patompong Ungprasert,THA,Thailand,2002,1,1,0,7,3,0,12,249,48.12,Honourable mention
Wittawat Kositwattanarerk,THA,Thailand,2001,7,0,0,7,7,7,28,46,90.47,Silver medal
Natee Pitiwan,THA,Thailand,2001,0,0,1,7,5,0,13,199,58.05,Bronze medal
Pawit Sangchant,THA,Thailand,2001,7,0,1,7,7,7,29,40,91.74,Silver medal
Kunlaya Soiaporn,THA,Thailand,2001,5,0,1,5,4,0,15,164,65.47,Bronze medal
Sira Sriswasdi,THA,Thailand,2001,6,0,0,0,3,0,9,262,44.7,""
Thitidej Ujjathammarat,THA,Thailand,2001,4,0,0,0,5,0,9,262,44.7,""
Somboon Chiewcharnpipat,THA,Thailand,2000,7,2,1,5,6,0,21,100,78.48,Silver medal
Wittawat Kositwattanarerk,THA,Thailand,2000,7,1,0,7,0,2,17,138,70.22,Bronze medal
